item_id,name,class,weight,defense,required_level,slot,jobs,description,item_script,npc_page
5302,Water Lily Hat,Upper Headgear,10,2,30,0,All,A hat made from a Brasilis Water Lily flower.,"{},{},{}",Headgears 3
5056,Fruit of Love,Upper Headgear,10,0,None,0,All,"Hairpin with three red berries attached which symbolize the self, family and neighbor.\nThe stem uniting the three berries together symbolizes society.\nThis hairpin appears to represent cooperation and trust of humankind.","{},{},{}",Headgears 3
5144,Gambler Hat,Upper Headgear,20,2,None,0,All,. . .,"{ bonus bLuk,5; },{},{}",Headgears 3
5063,Bandage,Upper Headgear,10,1,None,0,All except Novice,A hair accessory which looks just like two crossed band aids.,"{},{},{}",Headgears 3
5193,Green Ribbon,Upper Headgear,10,1,None,1,All,A long piece of green satin tied together into a neat little ribbon that wards off harmful magic.\nMdef +3,"{ bonus bMdef,3; },{},{}",Headgears 3
5021,Bankruptcy of Heart,Upper Headgear,120,4,38,0,Merchant   Blacksmith   Alchemist,An unique headgear that symbolizes a merchant's grief.\nInt +1\nDex +1,"{ bonus bInt,1; bonus bDex,1; },{},{}",Headgears 3
5179,Golden Tiara,Upper Headgear,10,0,None,0,All,A circlet which has a star-shape accessory in the middle that makes the wearer looks attractive.\nInt +2,"{ bonus bInt,2; },{},{}",Headgears 3
5176,Hahoe Mask,Middle & Lower Headgear,10,2,30,0,All,"A traditional oriental mask that is always perpetually smiling.\n[TaeKwon Class]\nLuk +1, Perfect Dodge +2","{ if(BaseClass==Job_Taekwon){ bonus bLuk,1; bonus bFlee2,2; } },{},{}",Headgears 3
5001,Headset,Upper Headgear,20,1,None,0,All except Novice,"A strange device that was invented by an old craftsman, but has just recently been completed by his grandson.\nIncreases resistance against Curse status by 10%.","{ bonus2 bResEff,Eff_Curse,1000; },{},{}",Headgears 3
5031,Mine Hat,Upper Headgear,150,4,55,0,Swordman   Acolyte   Merchant   Thief   Knight   Priest   Blacksmith   Assassin   Crusader   Monk   Rogue   Alchemist,A durable safety helmet with a special flashlight attachment for exploring dark areas.\nIt also offers some protection from accidents and potentially fatal injuries from mining.\nDex +2\n+10% base chance for better items while mining. This is used for the Mining System feature of NiktoutRO Classic.,"{ bonus bDex,2; },{},{}",Headgears 3
5025,Helm of Angel,Upper Headgear,160,5,74,0,Knight   Priest   Wizard   Blacksmith   Hunter   Assassin   Crusader   Monk   Sage   Rogue   Alchemist   Bard / Dancer   Star Gladiator   Soul Linker,A wondrous helmet adorned with angel wings that was made by a smithing genius.\nAgi +1\nLuk +1\nMdef +3,"{ bonus bAgi,1; bonus bLuk,1; bonus bMdef,3; },{},{}",Headgears 3
5061,Flower Hairpin,Upper Headgear,10,1,None,0,All,A hairpin with a red flower attached.\nIt helps hold hair in place.,"{},{},{}",Headgears 3
5139,Hibiscus,Upper Headgear,20,0,10,0,All,"A flower that is said to be as beautiful as a fairy in a far east country, and usually used as a medicinal herb.\nDex +1\nInt +1\nMdef +5\nUnrefineable","{ bonus bDex,1; bonus bInt,1; bonus bMdef,5; },{},{}",Headgears 3
5070,Hot-blooded Headband,Upper Headgear,10,1,None,0,All except Novice,A headgear which symbolizes hot-blooded challenge and battle vigor.\nStr +2,"{ bonus bStr,2; },{},{}",Headgears 3
5071,Indian Headband,Upper Headgear,20,1,None,0,All except Novice,"A tribal headgear adorned with a long, white feather.\nDex +1","{ bonus bDex,1; },{},{}",Headgears 3
5173,Magistrate Hat,Upper Headgear,40,3,60,1,All,"A hat that was once worn by Satto, an official from an ancient eastern land.\n[TaeKwon Class]\nAgi +1\nIncreases HP regen by 3%.","{ if(BaseClass==Job_Taekwon){ bonus bAgi,1; bonus bHPrecovRate,3; } },{},{}",Headgears 3
5321,Indonesian Bandana,Upper Headgear,50,2,None,0,All,"A special bandana that shows the courage of Indonesian patriots.\nAdd a low chance of gaining Honey when a monster gets killed.\n[Event Bonus, will NOT work outside of Event]\nIncrease Attack Speed. Enable full HP and SP restoration when resurrected.\nAdd a 5% of auto casting Level 3 Heal on the user when the user receives Physical Damage.\nDEF + 4, MDEF + 4, All Stats + 5","{bonus2 bAddMonsterDropItem,518,50;},{},{}",Headgears 3
5374,Gigantic Majestic Goat,Upper Headgear,80,5,None,0,All,A headgear forged from the horns of the Unsealed Baphomet.\nIncreases Physical Damage to the Demihuman monster by 12%.\nIncreases ATK depending on the wearer's job level.,"{ bonus2 bAddRace,RC_DemiHuman,12; bonus2 bAddRace,RC_Player_Human,12; bonus bBaseAtk,(JobLevel*2)/7; },{},{}",Headgears 3
2240,Beard,Lower Headgear,10,0,None,0,All,A beard.,"{},{},{}",Headgears 3
5405,Filir Hat,Upper Headgear,20,0,80,0,All,Gentle Filir. He never attacks.\nReflects 1% of physical attacks within short range.\nUnrefineable,"{ bonus bShortWeaponDamageReturn, 1; },{},{}",Headgears 3
5410,Brown Paperbag Hat,"U, M & L Headgear",20,6,None,0,All,"A hat in the form of an upside-down paperbag, to celebrate the festival.\nDecrease the damage from Demihuman monster by 4%.\nIncrease the resistance against stun by 4%, MHP +100","{ bonus bMaxHP,100; bonus2 bResEff, Eff_Stun, 400; bonus2 bSubRace,RC_DemiHuman,4; bonus2 bSubRace,RC_Player_Human,4; },{},{}",Headgears 3
5421,Ears Of Ifrit,Middle Headgear,0,0,70,0,All except Novice,"A headgear which imitates Ifrit's ears, the spiritual owner of fire.\nStr +1, Mdef +3\nIncrease damage of Fire Bolt, Fire Pillar, and Meteor Storm skill by 2%.\nIncreases damage of Bash, Pierce, and Magnum Break skill by 2%.\nIncreases resistance against Fire elemental attacks by 5%.\nDecreases resistance against Water elemental attacsk by 5%.","{bonus bStr,1; bonus bMdef,3; bonus2 bSkillAtk,""MG_FIREBOLT"",2; bonus2 bSkillAtk,""WZ_FIREPILLAR"",2; bonus2 bSkillAtk,""WZ_METEOR"",2; bonus2 bSkillAtk,""SM_BASH"",2; bonus2 bSkillAtk,""SM_MAGNUM"",2; bonus2 bSkillAtk,""KN_PIERCE"",2; bonus2 bSubEle,Ele_Fire,5; bonus2 bSubEle,Ele_Water,-5;},{},{}",Headgears 3
5424,Fanta Orange Can Hat,Upper Headgear,10,2,None,1,All,Fanta Orange Can Hat. A refreshing orange drink.,"{},{},{}",Headgears 3
5425,Fanta Grape Can Hat,Upper Headgear,10,2,None,1,All,Fanta Grape Can Hat. A refreshing grape drink.,"{},{},{}",Headgears 3
5276,Fantastic Wig,Upper & Middle Headgear,10,1,None,0,All,"Wig with red, white and black colors.\nDef +4\nEnables use of Level 1 Hiding.\nIncrease movement speed.","{ bonus bSpeedRate,25; bonus bDef,4; skill ""TF_HIDING"",1; },{},{ sc_end SC_HIDING; }",Headgears 3
5156,Father's Mask,Lower Headgear,10,0,None,0,All,. . .,"{ bonus bMatkRate,1; },{},{}",Headgears 3
5154,Father's Sunglasses,Middle Headgear,10,3,None,0,All,Fashionable yet strict-looking sunglasses which is usually worn by the Metaboli players.,"{},{},{}",Headgears 3
5155,Father's White Moustache,Lower Headgear,10,0,None,0,All,. . .,"{ bonus bBaseAtk,20; },{},{}",Headgears 3
5018,Feather Bonnet,Upper Headgear,30,4,None,0,Archer   Hunter   Bard / Dancer,"A fabulous, feathered hat that turns men into womanizers and women into manizers.\nAgi +1","{ bonus bAgi,1; },{},{}",Headgears 3
5403,Fish In Mouth,Lower Headgear,20,0,30,0,All,"A fish that can bite inside your mouth. It smells bad, but a special process won't let it rot.\nWhen the user kills a monster, they will get a low chance to drop Fresh Fish.\nIncreases 25% of recovery rate of Fresh Fish.","{ bonus2 bAddMonsterDropItem,579,500; bonus2 bAddItemHealRate,579,25; },{},{}",Headgears 3
5317,Fisherman's Hat,Upper Headgear,10,2,50,0,All,This sturdy and fireproof light yellow hat is fisherman's favorite. It protects your head from passing rain or sunlight.\nAdd a 5% chance of auto casting Level 3 Waterball on the enemy when attacking.,"{ bonus3 bAutoSpell,""WZ_WATERBALL"",3,50; },{},{}",Headgears 3
5269,Flapping Angel Wing,Upper Headgear,30,1,10,0,All,"A beautiful headgear which looks just like the wings of an angel in flight. Wearing it makes your spirits feel lighter.\nAgi +1, Int +1\nReduces after attack delay by 3%\nReduces cast time by 3%.","{ bonus bInt,1; bonus bAgi,1; bonus bAspdRate,3; bonus bSpeedRate,25; },{},{}",Headgears 3
5334,Flapping Angelring,Upper Headgear,70,0,38,0,All,A hat mimicking an Angeling flapping its feeble wings because it wants to fly.\nLuk +2\nMdef +2\nUnrefineable,"{ bonus bLuk,2; bonus bMdef,2; },{},{}",Headgears 3
5376,Satanic Chain,Upper Headgear,10,3,None,1,All,Satanic Wings forged with an unholy incantation.\nMaxSP +120\nAdds a chance of casting Curse on the user while receiving Physical Damage.,"{ bonus bMaxSP,120; bonus2 bAddEff2,Eff_Curse,300; },{},{}",Headgears 3
5400,Fox Hat,"U, M & L Headgear",20,0,None,0,All,Anyone wearing a mask to make you look smart.\nLuk +1,"{ bonus bLuk,1; },{},{}",Headgears 3
5339,Friend Recruiter Hat,Upper Headgear,0,2,10,0,All,A helm with friend wanted ad on it. Never go lonely again with this advertisement.,"{},{},{}",Headgears 3
5361,Gangster Scarf,Lower Headgear,10,0,60,0,All,A gangster's red scarf.\nAtk + 5\n[Rogue Class]\nEnables Level 1 Gangster Paradise.,"{ bonus bBaseAtk,5; if(BaseJob==Job_Rogue) skill ""RG_GANGSTER"",1; },{},{}",Headgears 3
5377,Antique Smoking Pipe,Lower Headgear,10,0,None,0,All,A long smoking pipe used by gentlemen and nobility.\nReduce damage from Demihumans by 2%.,"{ bonus2 bSubRace,RC_DemiHuman,2; bonus2 bSubRace,RC_Player_Human,2; },{},{}",Headgears 3
5346,Gf Recruiter Hat,Upper Headgear,0,2,10,0,All,A helm with a girlfriend wanted ad on it. Don't let those dating services fool you. This method is foolproof.,"{},{},{}",Headgears 3
5433,Golden Laurel,Upper Headgear,10,0,None,0,All,"The design for the laurel crown has been passed down from generation to generation, memorializing an ancient fun run. ?\nAt refine level 4 it gives +1 Agi\nAt refine level 7 it gives +2 Agi\nAt refine level 9 it gives +3 Agi","{},{},{}",Headgears 3
5262,Golden Tiara,Upper Headgear,50,2,None,0,All,"A gold headgear with star in the middle gorgeously glittering its color.\nStr +2\nIf worn by Swordsman, Merchant, or Thief classes and the DEX is lower than 55, DEX bonus increases according to the wearer's job level.\nIndestructible","{ bonus bStr,2; bonus bUnbreakableHelm; if((readparam(bDex)<56)&&(BaseClass==Job_Swordman||BaseClass==Job_Merchant||BaseClass==Job_Thief)) bonus bDex,JobLevel/7; },{},{}",Headgears 3
5336,Guildsman Recruiter Hat,Upper Headgear,0,2,10,0,All,A helm with Guild Member wanted ad on it. Recruit friends and strangers alike.,"{},{},{}",Headgears 4
5273,Happy Wig,Upper & Middle Headgear,10,1,None,0,All,"Wig with green, white and red colors.\nDef +4\nEnables use of Level 1 Hiding.\nIncrease movement speed.","{ bonus bSpeedRate,25; bonus bDef,4; skill ""TF_HIDING"",1; },{},{ sc_end SC_HIDING; }",Headgears 4
5319,Arc Angelring Hat,Upper Headgear,20,2,10,0,All except Novice,A very soft textured hat which was inspired from Arch Angeling.\nLuk +3,"{ bonus bLuk,3; },{},{}",Headgears 4
5363,Helm Of Abyss,Upper Headgear,100,4,70,1,Swordman   Merchant   Thief   Knight   Blacksmith   Assassin   Crusader   Rogue   Alchemist,A helm worn by the Abysmal Knight.\nIncrease 10% resistance from Boss monster when the user receives physical attack.\nReduced 10% resistance from Demihuman monster when the user receives physical attack.,"{ bonus2 bSubRace,RC_DemiHuman,-10; bonus2 bSubRace,RC_Player_Human,-10; bonus2 bSubClass,Class_Boss,10; },{},{}",Headgears 4
5314,Hockey Mask,Middle & Lower Headgear,10,1,50,0,All,This mask calls the urge to hold a weapon in one's hand and hurt people on the 13th of every month.\nIncrease physical damage on Demihuman monsters by 5%.,"{ bonus2 bAddRace,RC_DemiHuman,5; bonus2 bAddRace,RC_Player_Human,5; },{},{}",Headgears 4
5360,Wickebine's Black Cat Ears,Upper Headgear,20,2,45,0,All,"Ears of Wickebine's black cat.\nIncrease critical attack damage by 10%.\nCritical +3, FLEE +10, DEF -50%","{ bonus bFlee,10; bonus bCritical,3; bonus bCritAtkRate,10; bonus bDefRate,-50; bonus bDef2Rate,-50; },{},{}",Headgears 4
5383,Hunter's Cap,Upper Headgear,25,3,50,1,All except Novice,This hat is made especially for hunting Brute type Monsters!\nLuk +1\nIncreases physical damage inflicted on Brute monsters by 10%.\nIncreases magical damage afflicted on Brute monsters by 5%.,"{ bonus bLuk,1; bonus2 bAddRace,RC_Brute,10; bonus2 bAddRace,RC_Player_Doram,10; bonus2 bAddRace,RC_DemiHuman,5; bonus2 bAddRace,RC_Player_Human,5; },{},{}",Headgears 4
5423,I Love China,Upper Headgear,25,5,None,0,All,A heart pounding hat that shows the love for China.\nDex +3\nIncrease resistance against Demihuman monsters by 10%.\nUnrefineable,"{ bonus bDex,3; bonus2 bSubRace,RC_DemiHuman,10; bonus2 bSubRace,RC_Player_Human,10; },{},{}",Headgears 4
5209,Yellow Baseball Cap,Upper Headgear,30,2,None,0,All,A yellow cap worn to keep the sun from your eyes.,"{},{},{}",Headgears 4
5371,Judge Hat,Upper & Middle Headgear,30,2,None,0,All,"A hat worned by capable judges striving for justice.\nLuk +1, SP +30","{ bonus bLuk,1; bonus bMaxSP,30; },{},{}",Headgears 4
5426,Karada Meguricha Hat,Upper Headgear,10,2,None,1,All,Karada Meguricha Hat.\nLuk +1,"{ bonus bLuk,1; },{},{}",Headgears 4
5322,Scarf,Upper Headgear,10,2,24,0,All,Wonderful Kerchief for that loved.,"{ bonus bMdef,2; bonus bFlee,5; },{},{}",Headgears 4
5291,Kettle Hat,Upper Headgear,60,4,30,0,All,A study pot worn on the head that overflows with water when shaken.\nRandomly casts Level 2 Deluge or Level 3 Waterball with each attack.,"{ bonus4 bAutoSpell,""SA_DELUGE"",2,10,0; bonus3 bAutoSpell,""WZ_WATERBALL"",3,10; },{},{}",Headgears 4
5372,Koneko Hat,Upper Headgear,50,1,None,0,All,"A magical kitty hat which shows various expressions in its face.\nReduces Cast Delay of all skills by 3%.\nMatk +3%, MaxSP +3%, Mdef +3%, Int +1","{ bonus bInt,1; bonus bDelayRate,-3; bonus bMatkRate,3; bonus bMaxSPrate,3; bonus bMdef,3; },{},{}",Headgears 4
5311,Large Hisbiscus,Upper Headgear,10,1,None,1,All,A large hibiscus flower decoration. These flowers can only be seen in Ayothaya.\nMdef +15,"{ bonus bMdef,15; },{},{}",Headgears 4
5418,Soldier Hat,Upper Headgear,40,4,None,1,All,It's feel like you're on the marching band just by wearing this hat.\nStr +1\nIncrease 3% physical damage the monster.\nIncreases SP Consumption of skills by 10%.,"{ bonus bStr,1; bonus2 bAddClass,Class_All,3; bonus bUseSPrate,10; },{},{}",Headgears 4
5422,Linguistic Book Hat,Upper Headgear,7,0,None,0,All,A stylish stack of geology text books.\nInt +1\nMdef +2,"{ bonus bInt,1; bonus bMdef,2; },{},{}",Headgears 4
5324,Little Angel Doll,Upper Headgear,30,2,10,0,All,This Angelic protector will call down holy wrath on those attacking you.\nDex +3\nLow Chance of casting Level 3 Grand Cross when hit by melee physical attack.,"{ bonus bDex,3; bonus4 bAutoSpellWhenHit,""CR_GRANDCROSS"",3,30,0; },{},{}",Headgears 4
5448,Indifferent Solo Hat,"U, M & L Headgear",30,0,None,1,All,A cardboard box with holes in it. You can show others how you can adventure solo with no problem.\nEnables the use of 'Lv 1. Scribble'.,"{},{},{}",Headgears 4
5449,Angry Solo Hat,"U, M & L Headgear",30,0,None,1,All,A cardboard box with a peep hole. You can show others how you can adventure solo with no problem.\nEnables the use of 'Lv 1. Scribble'.,"{},{},{}",Headgears 4
5332,Loki Mask,Middle & Lower Headgear,20,0,20,0,All,A mask that imbued with the sweet whispers of Loki.\nPerfect Dodge +3,"{ bonus bFlee2,3; },{},{}",Headgears 4
5392,Louyang NewYear Hat,Upper Headgear,30,3,None,1,All,A gift hat for kids made by a famous Whitesmith who resides in Louyang.\nThe materials used for the red color of the hat is meant to bring Luck and Fortune to those that wear it.\nLuk +2.,"{ bonus bLuk,2; },{},{}",Headgears 4
5803,Love Flower Hat,Upper Headgear,10,2,None,0,All,. . .,"{ bonus2 bAddMonsterDropItem,608,100; },{},{}",Headgears 4
5393,Love Valentine's Hat,Upper Headgear,20,2,None,0,All,Cupid's arrow has pierced this Valentine's Heart.\nMaxHP +7%\nMax SP +7%,"{ bonus bMaxSPrate, 7; bonus bMaxHPrate, 7; },{},{}",Headgears 4
5365,Magnolia Hat,Upper Headgear,10,3,None,1,All,what looks like a fried egg in a skillet is actually a furious Magnolia monster.\nAtk +5\nHas a low chance of auto-casting Level 1 Greed while receiving physical melee attacks.,"{ bonus2 bResEff,Eff_Stun,500; skill ""HT_FLASHER"",1; },{},{}",Headgears 4
5143,Kabuki Mask,"U, M & L Headgear",100,5,10,1,All except Novice,A traditional hat that is mainly worn in plays performed in a far east country.\nAdd 30% resistance to Silence status.,"{ bonus2 bResEff,Eff_Silence,3000; },{},{}",Headgears 4
5020,Kafra Band,Upper Headgear,50,3,None,0,All,The most recognizable piece of the standard Kafra Employee uniform.\nMdef +3,"{ bonus bMdef,3; },{},{}",Headgears 4
5140,Charming Ribbon,Upper Headgear,40,1,10,1,All,A pretty ribbon decorated with a pink heart in the middle.\nReduces physical damage from Undead and Demon monsters by 5%.,"{ bonus2 bSubRace,RC_Undead,5; bonus2 bSubRace,RC_Demon,5; },{},{}",Headgears 4
5069,Kitsune Mask,Upper Headgear,30,1,None,0,All except Novice,A mask rumored to have been worn by certain assassins in order to hide themselves.\nAgi + 1\nLuk +1,"{ bonus bAgi,1; bonus bLuk,1; },{},{}",Headgears 4
5185,Laurel Wreath,Upper Headgear,10,1,10,1,All,A wreath made with bright blue Leaves and Flowers to make you feel Fresh and rejuvenated.\nLuk +3\nIncreases resistance against Stun and Blind status by 5%.,"{ bonus bLuk,3; bonus2 bResEff,Eff_Blind,500; bonus2 bResEff,Eff_Curse,500; },{},{}",Headgears 4
5130,Lion Mask,Upper & Middle Headgear,70,0,75,0,Knight   Priest   Wizard   Blacksmith   Hunter   Assassin   Crusader   Monk   Sage   Rogue   Alchemist   Bard / Dancer   Star Gladiator   Soul Linker,Head of a fierce animal that lives deep in forests\nEnemies tremble and become speechless when encountering this beast.\nMdef +1\nAdd 5% chance of inflicting Silencstatus on target when dealing physical attack.,"{ bonus2 bAddEffWhenHit,Eff_Silence,500; bonus bMdef,1; },{},{}",Headgears 4
5177,Mythical Lion Mask,Upper & Middle Headgear,50,5,40,1,All,"An oriental lion mask with menacing, angry eyes.\n[TaeKwon Class]\nDex +2\nIncreases Atk by 2*upgrade level.\nRandomly inflicts Stun status on enemy with each Physical Melee Attack.","{ if(BaseClass==Job_Taekwon){ bonus bDex,2; bonus bBaseAtk,2*getrefine(); bonus3 bAddEff,Eff_Stun,1000,ATF_SHORT; } },{},{}",Headgears 4
5084,Lazy Smokie,Upper Headgear,50,1,None,0,All except Novice,A headgear made to look like an annoyed Smokie exhausted by the summer heat.\nIncreases resistance against Sleep status by 20%.,"{ bonus2 bResEff,Eff_Sleep,2000; },{},{}",Headgears 4
5027,Mage Hat,Upper Headgear,30,1,None,0,Mage   Wizard   Sage   Soul Linker,A stylish formal hat that talented magicians usually wear during a show.\nInt +2\nMaxSP +150,"{ bonus bInt,2; bonus bMaxSP,150; },{},{}",Headgears 4
5241,Blue Mage Hat,Upper Headgear,30,1,None,0,Mage   Wizard   Sage   Soul Linker,"A crude looking hat that lends a look of cheerfulness and agility, and is coveted by most skilled magic users.\nInt +2\nMaxSP +150","{ bonus bInt,2; bonus bMaxSP,150; },{},{}",Headgears 4
5240,Brown Mage Hat,Upper Headgear,30,1,None,0,Mage   Wizard   Sage   Soul Linker,"A crude looking hat that lends a look of cheerfulness and agility, and is coveted by most skilled magic users.\nInt +2\nMaxSP +150","{ bonus bInt,2; bonus bMaxSP,150; },{},{}",Headgears 4
5238,Red Mage Hat,Upper Headgear,30,1,None,0,Mage   Wizard   Sage   Soul Linker,"A crude looking hat that lends a look of cheerfulness and agility, and is coveted by most skilled magic users.\nInt +2\nMaxSP +150","{ bonus bInt,2; bonus bMaxSP,150; },{},{}",Headgears 4
5239,Gray Mage Hat,Upper Headgear,30,1,None,0,Mage   Wizard   Sage   Soul Linker,"A crude looking hat that lends a look of cheerfulness and agility, and is coveted by most skilled magic users.\nInt +2\nMaxSP +150","{ bonus bInt,2; bonus bMaxSP,150; },{},{}",Headgears 4
5242,Yellow Mage Hat,Upper Headgear,30,1,None,0,Mage   Wizard   Sage   Soul Linker,"A crude looking hat that lends a look of cheerfulness and agility, and is coveted by most skilled magic users.\nInt +2\nMaxSP +150","{ bonus bInt,2; bonus bMaxSP,150; },{},{}",Headgears 4
5054,Assassin Mask,Lower Headgear,10,0,70,0,Priest   Assassin,An exclusive mask for assassins.\nCovers most of the face.,"{},{},{}",Headgears 4
5187,Twin Red Ribbon,Upper Headgear,20,0,30,1,All,"A red ribbon with a white flower. It makes girls prettier.\nMaxSP +30\nMdef +3\nDecreases 20% of all physical damage for 2 seconds with low chance when receiving physical attack.\nHowever, Mdef decreased 20% for 2 seconds.\nDecreases20% of all magical damage for 2 seconds with low chance when receiving magical attack.\nHowever, Def decreased 20% for 2 seconds.","{ bonus bMaxSP,30; bonus bMdef,3; bonus3 bAutoSpellWhenHit,""NPC_STONESKIN"",6,10; bonus5 bAutoSpellWhenHit,""NPC_ANTIMAGIC"",6,120,BF_MAGIC,0; },{},{}",Headgears 4
5138,Magic Eyes,Upper Headgear,30,1,30,0,Mage   Wizard   Sage   Soul Linker,"A hat that looks like the eyes of a dark mage, which are rumored to blink sometimes.\nMdef +5\nReduces cast time by 10%.\nIncreases SP Consumption by 20%.","{ bonus bMdef,5; bonus bCastrate,-10; bonus bUseSPrate,20; },{},{}",Headgears 4
5099,Neko Mimi,Upper Headgear,30,1,None,0,All,A cute cat-looking hat which enhances its wearer's look.\nHas a cat tail which emphasizes the appearance.\nLuk +2\nMdef +10\nReduces damage taken from Brute monsters by 5%.,"{ bonus bLuk,2; bonus bMdef,10; bonus2 bSubRace,RC_Brute,5; bonus2 bSubRace,RC_Player_Doram,5; },{},{}",Headgears 4
5031,Mine Helmet,Upper Headgear,150,4,55,0,Swordman   Acolyte   Merchant   Thief   Knight   Priest   Blacksmith   Assassin   Crusader   Monk   Rogue   Alchemist,A durable safety helmet with a special flashlight attachment for exploring dark areas.\nIt also offers some protection from accidents and potentially fatal injuries from mining.\nDex +2\n+10% base chance for better items while mining. This is used for the Mining System feature of NiktoutRO Classic.,"{ bonus bDex,2; },{},{}",Headgears 4
5081,Crown of Mistress,Upper Headgear,10,0,75,0,All except Novice,"A crown which is made after the one worn by Mistress.\nInt +2, MaxSP +100\nIndestructible","{ bonus bMaxSP,100; bonus bInt,2; bonus bUnbreakableHelm; },{},{}",Headgears 4
5073,Model Training Hat,Upper Headgear,70,2,None,0,All except Novice,A headgear made of a book topped with an apple.\nWear it to learn glamorous posture.\nDex +2,"{ bonus bDex,2; },{},{}",Headgears 4
5117,Mystic Rose,Upper Headgear,10,0,None,0,All,A hat that looks just like a white rose which enhances the beauty of its wearer.\nReduces damage taken from Plant monsters by 2%.,"{ bonus2 bSubRace,RC_Plant,2; },{},{}",Headgears 4
5183,Bird Nest Hat,Upper Headgear,50,2,10,0,All,"A bird's nest with a newly hatched baby bird. It takes a certain responsibility to keep the baby bird.\nDex +1, Agi +1\nIncreases resistance against Stun status by 10%.","{ bonus bDex,1; bonus bAgi,1; bonus2 bResEff,Eff_Stun,1000; },{},{}",Headgears 4
5151,Note Headphone,Upper & Middle Headgear,20,4,None,1,All,A cool looking set of headphones that have earmuffs designed to resemble music notes.\nAdds 10% tolerance to the Stun and Frozen effects.\nMDEF+3,"{ bonus bMdef,3; bonus2 bResEff,Eff_Stun,1000; bonus2 bResEff,Eff_Freeze,1000; },{},{}",Headgears 4
2281,Opera Mask,Middle & Lower Headgear,20,2,None,0,All except Novice,A mysterious mask traditionally worn by opera phantoms.,"{},{},{}",Headgears 5
5043,Opera Phantom Mask,Middle Headgear,20,1,20,0,All except Novice,A mask rumored to have been worn by a romantic hero with an unknown fate.,"{},{},{}",Headgears 5
5094,Helmet of Orc Hero,Upper & Middle Headgear,90,5,55,0,All except Novice,A headgear bestowed only to true Orc Heroes.\nStr +2\nVit +1,"{ bonus bStr,2; bonus bVit,1; },{},{}",Headgears 5
5196,Orange Ribbon,Upper Headgear,10,1,None,1,All,A long piece of orange satin tied together into a neat little ribbon that wards off harmful magic.\nMdef +3,"{ bonus bMdef,3; },{},{}",Headgears 5
5078,Sea-Otter Hat,Upper Headgear,80,3,50,0,All,A hat which looks like the face of a sea-otter.\nVit +1,"{ bonus bVit,1; },{},{}",Headgears 5
5004,Oxygen Mask,Lower Headgear,20,0,None,0,All except Novice,"Ideal for situations when air is poisonous or polluted, this mask supplies pure oxygen to its wearer.\nIncreases resistance to the Poison status by 20%.","{ bonus2 bResEff,Eff_Poison,2000; },{},{}",Headgears 5
5275,Marvelous Wig,Upper & Middle Headgear,10,1,None,0,All,"Wig with pink, white and purple colors.\Def +4\nEnables use of Level 1 Hiding.\nIncrease movement speed.","{ bonus bSpeedRate,25; bonus bDef,4; skill ""TF_HIDING"",1; },{},{ sc_end SC_HIDING; }",Headgears 5
5389,Angel Spirit,Middle Headgear,20,0,30,0,All,"A golden mask rumored to be worn by some ancient Goddess.\nHit +15, Str +2","{ bonus bStr,2; bonus bHit,15; },{},{}",Headgears 5
5420,Mask Of Ifrit,"U, M & L Headgear",0,8,70,0,All except Novice,"Mask of Ifrit, the spiritual owner of fire.\nStr +1, Int +1, Mdef +5\nIncreases resistence against against Fire elemental attacks by 10%\nDecreases resistence against Water elemental attacks by 10%.\nEnables use of Lv. 1 Sight.\nHas a chance of auto-casting Lv. 3 Meteor Storm when receiving physical attack.\nHas a chance of auto-casting Lv. 3 Fire Bolt Lv. 3 dealing physical damage.\nUnrefineable","{ bonus bStr,1; bonus bInt,1; bonus bMdef,5; bonus2 bSubEle,Ele_Fire,10; bonus2 bSubEle,Ele_Water,-10; skill ""MG_SIGHT"",1; bonus3 bAutoSpellWhenHit,""WZ_METEOR"",3,50; bonus3 bAutoSpell,""MG_FIREBOLT"",3,50; },{},{ sc_end SC_SIGHT; }",Headgears 5
5323,Mistress Crown,Upper Headgear,0,10,None,0,All,The adventurers who are brave the item which is provided from the hazard adventurer guild.\nAll stats +2\nUnrefineable,"{ bonus bAllStats,2; },{},{}",Headgears 5
5806,Poet Natalie's Hat,Upper Headgear,30,5,None,0,All,"A hat of Poet Natalia, its made from reed and bamboo.","{},{},{}",Headgears 5
5315,Observer,Middle Headgear,10,1,35,0,All,A device that can measure opponent's power.\nCommoners have power level 5. Heroes have a power level over 9000!\nEnables use of Level 1 Sense.,"{ skill ""WZ_ESTIMATION"",1; },{},{}",Headgears 5
5807,October Fest Cap,Upper Headgear,10,1,50,0,All except Novice,The cap which makes you look better in the fest.,"{},{},{}",Headgears 5
5375,Large Orc Hero Helm,Upper & Middle Headgear,90,5,None,1,All,A true Orc Hero's headgear. It's so big and heavy that it might hurt your neck.\nStr +2\nAdd a 3% chance of auto casting Level 3 Weapon Perfection on the user when receives Physical Damage.,"{ bonus bStr,2; bonus3 bAutoSpellWhenHit,""BS_WEAPONPERFECT"",3,10; },{},{}",Headgears 5
5370,Orchid Hairband,Upper Headgear,20,1,None,0,All,A hair band made by orchid and it smells like a scent of a flower.\nInt +1,"{ bonus bInt,1; },{},{}",Headgears 5
5060,Party Hat,Upper Headgear,30,3,None,0,All,A festive hat for celebrations and any kind of party.\nLuk +1,"{ bonus bLuk,1; },{},{}",Headgears 5
